dir,workDir,nrg,dnrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol,sxx,syy,szz,sxy,syz,szx
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/1/n0.002,n0.002,-60.38292494,-0.00000082,9,226,5.755681751,5.777361464,11.09033086,89.62302083,89.99977647,89.99958842,368.7749488,1.60495,1.03202,0.98898,-0.0009,-0.00073,-0.00021
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/1/p0.001,p0.001,-60.38329092,-0.00000026,3,226,5.772983399,5.777361464,11.09033086,89.62302083,89.99977593,89.99958884,369.8834907,-0.7925,-0.47794,-0.47014,-0.00104,0.0027,-0.00008
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/1/p0.002,p0.002,-60.3830456,-0.00000076,11,226,5.778750616,5.777361464,11.09033086,89.62302083,89.99977575,89.99958898,370.2530047,-1.58294,-0.9706,-0.95173,-0.00204,0.01435,0.00007
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/2/n0.001,n0.001,-60.38322674,-0.00000069,2,226,5.767216183,5.771584165,11.09033074,89.62302165,89.9997761,89.99958884,369.1444627,0.51868,0.82855,0.49957,-0.00163,0.00746,-0.00009
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/2/n0.002,n0.002,-60.38291444,0.00000297,11,226,5.767216183,5.765806866,11.09033062,89.62302209,89.9997761,89.99958898,368.7749488,1.02461,1.618,0.98495,-0.00015,0.00316,0.00015
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/2/p0.001,p0.001,-60.38328971,-0.00000084,2,226,5.767216183,5.783138763,11.09033098,89.62301963,89.99977611,89.99958856,369.8834907,-0.48,-0.78679,-0.46381,-0.00159,-0.00847,-0.00013
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/2/p0.002,p0.002,-60.3830487,-0.00000149,11,226,5.767216183,5.788916062,11.0903311,89.62301806,89.99977611,89.99958842,370.2530047,-0.97474,-1.57005,-0.94241,-0.0021,-0.00032,-0.00035
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/3/n0.001,n0.001,-60.38323223,-0.00000153,3,226,5.767216183,5.777361402,11.07924065,89.62301963,89.99977593,89.9995887,369.1444627,0.50519,0.50189,0.7516,0.00007,0.0027,-0.00005
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/3/n0.002,n0.002,-60.38294338,-0.00000061,4,226,5.767216183,5.77736134,11.06815044,89.62301805,89.99977575,89.9995887,368.7749488,0.99719,0.989,1.48943,-0.00068,0.00755,0.00002
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/3/p0.001,p0.001,-60.38330077,-0.00000077,5,226,5.767216183,5.777361526,11.10142107,89.62302165,89.99977628,89.9995887,369.8834907,-0.46771,-0.46016,-0.71853,-0.00044,-0.00688,-0.00009
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/3/p0.002,p0.002,-60.38308115,-0.00000038,5,226,5.767216183,5.777361588,11.11251128,89.62302209,89.99977646,89.9995887,370.2530047,-0.94874,-0.93547,-1.44762,-0.00184,-0.00299,-0.00011
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/4/n0.001,n0.001,-60.38320249,-0.00000087,10,226,5.767218106,5.777404196,11.09041328,89.50843245,89.99977674,89.99958883,369.5139767,0.00861,0.02755,0.01864,-0.00132,0.64897,0.0001
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/4/n0.002,n0.002,-60.3827556,-0.00000042,4,226,5.767223873,5.777456557,11.09051419,89.3938458,89.99977737,89.99958895,369.5139767,0.00203,0.03638,0.02331,-0.00035,1.30044,0.00041
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/4/p0.001,p0.001,-60.38320267,-0.00000089,8,226,5.767218106,5.77732836,11.09026692,89.73761072,89.99977548,89.99958858,369.5139767,0.02466,0.00721,0.01153,-0.00147,-0.65564,-0.00021
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/4/p0.002,p0.002,-60.38275754,-0.0000004,2,226,5.767223873,5.777304885,11.09022147,89.85220189,89.99977485,89.99958846,369.5139767,0.02395,0.0009,0.00372,-0.00214,-1.29159,-0.0003
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/5/n0.001,n0.001,-60.38320136,-0.00000045,10,226,5.767221002,5.77736339,11.0903402,89.62302118,89.88518511,89.99996475,369.5139767,0.01371,0.01958,0.01419,0.00373,0.00148,0.6535
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/5/n0.002,n0.002,-60.38274704,-0.00000143,11,226,5.767235432,5.777369167,11.09036802,89.62302153,89.77059435,89.99981125,369.5139767,0.01227,0.01905,0.01337,0.00989,0.00215,1.31163
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/5/p0.001,p0.001,-60.38319905,-0.00000059,8,226,5.767220977,5.77736339,11.09034001,89.62302048,89.88578494,89.99921266,369.5139767,0.01521,0.0194,0.01506,-0.00782,0.00169,-0.65766
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/5/p0.002,p0.002,-60.38274674,-0.00000144,11,226,5.767235383,5.777369167,11.09036764,89.62302014,89.77119417,89.99883661,369.5139767,0.01246,0.01759,0.01282,-0.01259,0.00137,-1.31167
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/6/n0.001,n0.001,-60.38319445,-0.00000024,10,226,5.767221053,5.777366313,11.09033456,89.62302131,89.99999787,89.8849977,369.5139767,0.01466,0.02023,0.016,0.6779,-0.00013,0.00694
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/6/n0.002,n0.002,-60.38272781,-0.00000015,2,226,5.767235534,5.777380791,11.09034565,89.62302179,89.99961981,89.77040693,369.5139767,0.01112,0.01906,0.01514,1.35595,0.00219,0.01276
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/6/p0.001,p0.001,-60.38319333,-0.00000024,12,226,5.767220926,5.777366243,11.09033456,89.62302035,89.99939804,89.88597234,369.5139767,0.01516,0.01936,0.01409,-0.67926,-0.00081,-0.00696
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/6/p0.002,p0.002,-60.38272553,-0.0000003,13,226,5.767235281,5.777380652,11.09034565,89.62301987,89.99901998,89.77138156,369.5139767,0.01302,0.01766,0.0121,-1.35765,0.00054,-0.01246
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/7/n0.001,n0.001,-60.38328712,-0.00000123,9,226,5.761450888,5.783140691,11.09033468,89.62301963,89.99977629,89.99958842,369.5139767,0.30454,-0.27239,0.01673,0.00008,0.00737,-0.00024
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/7/n0.002,n0.002,-60.38308799,-0.00000042,3,226,5.755689425,5.788923781,11.09034589,89.62301806,89.99977647,89.99958813,369.5139767,0.59123,-0.56457,0.02075,-0.00441,-0.00761,-0.00072
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/7/p0.001,p0.001,-60.3832802,-0.00000022,10,226,5.772985324,5.771586089,11.09033444,89.62302165,89.99977592,89.99958898,369.5139767,-0.28299,0.3117,0.01017,-0.0004,0.00286,0.00016
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/7/p0.002,p0.002,-60.38307453,-0.00000064,11,226,5.778758321,5.765814553,11.09034541,89.62302209,89.99977574,89.99958926,369.5139767,-0.58028,0.60078,0.0071,0.00015,0.00493,0.0005
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/8/n0.001,n0.001,-60.3832859,-0.00000194,3,226,5.761450888,5.777363452,11.10142477,89.62302165,89.99977646,89.99958856,369.5139767,0.33833,0.03641,-0.236,-0.00062,-0.01119,-0.00011
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/8/n0.002,n0.002,-60.38309804,-0.00000046,13,226,5.755689425,5.777369292,11.1125261,89.62302209,89.99977682,89.99958842,369.5139767,0.63406,0.06515,-0.48261,-0.00282,-0.00885,-0.00035
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/8/p0.001,p0.001,-60.38328375,-0.0000015,3,226,5.772985324,5.777363327,11.07924434,89.62301963,89.99977575,89.99958884,369.5139767,-0.30443,0.00399,0.26214,0.00017,0.00768,-0.00004
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/8/p0.002,p0.002,-60.38308778,-0.00000095,6,226,5.778758321,5.777369043,11.0681652,89.62301805,89.99977539,89.99958898,369.5139767,-0.6255,-0.01111,0.50623,-0.00132,0.01608,0.00004
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/9/n0.001,n0.001,-60.38328692,-0.00000035,5,226,5.767218106,5.771586151,11.10142465,89.62302209,89.99977628,89.99958884,369.5139767,0.02823,0.34075,-0.23615,-0.00147,0.00585,-0.00003
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/9/n0.002,n0.002,-60.38308742,-0.00000043,12,226,5.767223873,5.765814678,11.11252586,89.62302185,89.99977646,89.99958898,369.5139767,0.04195,0.65116,-0.49234,-0.00177,0.00999,0.00014
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/9/p0.001,p0.001,-60.3832849,-0.00000042,4,226,5.767218106,5.783140629,11.07924447,89.62301806,89.99977593,89.99958856,369.5139767,0.00685,-0.3026,0.26639,-0.00102,-0.00204,-0.00011
/gpfs/scratch/vkb5066/tetraTetra/elas/x0250/9/p0.002,p0.002,-60.38308852,-0.00000047,2,226,5.767223873,5.788923657,11.06816544,89.62301378,89.99977575,89.99958842,369.5139767,-0.01835,-0.60838,0.51417,-0.00018,0.00138,-0.00031
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/1/n0.001,n0.001,-61.09239009,-0.00000029,3,226,5.729574473,5.735332126,11.01575869,89.80627228,89.80604408,89.95304142,361.9847125,0.83493,0.51982,0.50649,-0.00835,-0.00326,-0.00174
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/1/n0.002,n0.002,-61.09207863,-0.00000053,10,226,5.72383918,5.735332125,11.01575866,89.8062722,89.80604377,89.9530417,361.6223654,1.64486,1.04424,1.00376,-0.01697,-0.00553,0.0038
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/1/p0.001,p0.001,-61.09246104,-0.00000076,2,226,5.741045057,5.735332128,11.01575875,89.80627244,89.80604411,89.95304072,362.7094066,-0.82125,-0.50304,-0.48204,0.00728,0.00269,0.00247
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/1/p0.002,p0.002,-61.09222079,-0.00000036,2,226,5.74678035,5.735332129,11.01575878,89.80627252,89.80604384,89.9530403,363.0717537,-1.6271,-1.0166,-0.97539,0.00878,-0.00095,0.00563
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/2/n0.001,n0.001,-61.09239001,-0.00000029,3,226,5.735309764,5.729596812,11.01575869,89.8062727,89.80604411,89.95304105,361.9847125,0.51983,0.83512,0.50649,-0.00838,0.00169,0.0032
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/2/n0.002,n0.002,-61.09207859,-0.00000053,10,226,5.735309763,5.723861497,11.01575866,89.80627284,89.80604403,89.95304095,361.6223654,1.04534,1.64603,1.00472,-0.01691,-0.00392,0.00537
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/2/p0.001,p0.001,-61.09246098,-0.00000076,2,226,5.735309766,5.741067442,11.01575875,89.80627182,89.80604427,89.95304109,362.7094066,-0.50281,-0.8211,-0.48175,0.00729,-0.00244,-0.00267
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/2/p0.002,p0.002,-61.09221927,-0.00000156,11,226,5.735309767,5.746802757,11.01575878,89.8062711,89.80604436,89.95304105,363.0717537,-1.01003,-1.62534,-0.97308,0.00766,-0.00729,0.00031
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/3/n0.001,n0.001,-61.09239761,-0.00000033,4,226,5.735309749,5.735332111,11.00474302,89.80627191,89.80604419,89.95304077,361.9847125,0.50428,0.50431,0.76631,0.00877,0.0017,-0.00176
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/3/n0.002,n0.002,-61.0921065,-0.00000034,10,226,5.735309732,5.735332094,10.99372733,89.80627126,89.806044,89.95304044,361.6223654,1.00569,1.00567,1.51678,0.00736,-0.00191,0.00185
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/3/p0.001,p0.001,-61.09246785,-0.00000153,3,226,5.735309782,5.735332143,11.02677441,89.80627262,89.806044,89.95304142,362.7094066,-0.48393,-0.4839,-0.74337,-0.00734,-0.0014,0.00137
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/3/p0.002,p0.002,-61.09225042,-0.00000039,9,226,5.735309798,5.73533216,11.03779011,89.80627268,89.80604361,89.95304175,363.0717537,-0.97314,-0.97315,-1.48388,-0.01239,-0.00348,0.00348
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/4/n0.001,n0.001,-61.0923674,-0.0000006,12,226,5.735311669,5.735356271,11.01580524,89.69168196,89.80609153,89.9532353,362.3470595,0.00476,0.01171,0.01243,-0.00771,0.66007,0.00938
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/4/n0.002,n0.002,-61.09191667,-0.00000029,2,226,5.735317396,5.735389973,11.01587013,89.57709256,89.80613887,89.95342951,362.3470595,-0.00055,0.01184,0.01119,-0.01153,1.32073,0.01755
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/4/p0.001,p0.001,-61.09236742,-0.0000009,7,226,5.735311685,5.735317542,11.01573055,89.92086353,89.80599685,89.95284689,362.3470595,0.01241,0.00241,0.0098,0.00007,-0.67474,-0.00647
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/4/p0.002,p0.002,-61.09192079,-0.00000029,11,226,5.735317428,5.735312516,11.01572075,89.96469678,89.80594951,89.95265268,362.3470595,0.01404,-0.00003,0.00731,0.00497,-1.32745,-0.01207
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/5/n0.001,n0.001,-61.09236747,-0.0000009,7,226,5.735295112,5.735334047,11.0157306,89.80622464,89.92063537,89.95284757,362.3470595,0.00294,0.01294,0.0103,0.00012,0.00644,0.67482
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/5/n0.002,n0.002,-61.09192079,-0.00000029,11,226,5.735290018,5.73533979,11.01572084,89.80617693,89.96492495,89.95265404,362.3470595,0.00019,0.014,0.00744,0.00512,0.01185,1.32729
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/5/p0.001,p0.001,-61.09236743,-0.00000059,12,226,5.735333977,5.735334031,11.0158052,89.80632007,89.6914538,89.95323462,362.3470595,0.01106,0.00415,0.01185,-0.0071,-0.00875,-0.65815
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/5/p0.002,p0.002,-61.09191625,-0.00000029,12,226,5.735367747,5.735339758,11.01587004,89.80636779,89.5768644,89.95342814,362.3470595,0.01173,-0.00058,0.01139,-0.00834,-0.0168,-1.32139
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/6/n0.001,n0.001,-61.09236045,-0.00000019,11,226,5.735309839,5.735332163,11.01576245,89.80607826,89.80584987,89.9325196,362.3470596,-0.00608,-0.00606,0.01938,0.69883,-0.00625,0.00621
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/6/n0.002,n0.002,-61.09188787,-0.00000035,2,226,5.735319471,5.735341758,11.01577353,89.80588417,89.80565556,89.8179283,362.3470595,-0.02177,-0.02171,0.02687,1.39919,-0.01085,0.01068
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/6/p0.001,p0.001,-61.09236109,-0.00000034,8,226,5.73531925,5.73534165,11.01576233,89.80646645,89.80623851,89.83844994,362.3470595,0.0225,0.02254,0.00389,-0.70302,0.00223,-0.00234
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/6/p0.002,p0.002,-61.091887,-0.00000052,11,226,5.735338294,5.735360731,11.01577328,89.80666055,89.80643283,89.7238592,362.3470595,0.03524,0.03531,-0.00751,-1.39877,0.0079,-0.00823
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/7/n0.001,n0.001,-61.09245134,-0.00000009,10,226,5.729576384,5.741069355,11.01576239,89.80627174,89.80604416,89.95304137,362.3470595,0.31075,-0.29104,0.01416,-0.00565,-0.00618,0.0038
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/7/n0.002,n0.002,-61.09224735,-0.0000004,12,226,5.723846814,5.746810417,11.01577341,89.80627094,89.80604393,89.95304147,362.3470595,0.60397,-0.59754,0.01144,-0.00481,-0.00723,0.00213
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/7/p0.001,p0.001,-61.0924513,-0.00000006,10,226,5.74104697,5.729598723,11.01576239,89.80627278,89.80604403,89.95304063,362.3470596,-0.29356,0.30791,0.01127,-0.00555,-0.00384,0.00612
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/7/p0.002,p0.002,-61.09224726,-0.0000004,12,226,5.74678801,5.723869131,11.01577341,89.80627301,89.80604368,89.95303997,362.3470595,-0.59662,0.60466,0.01195,-0.00474,-0.00216,0.0069
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/8/n0.001,n0.001,-61.09245154,-0.00000173,3,226,5.729576399,5.735334054,11.02677806,89.80627254,89.80604369,89.95304175,362.3470595,0.33932,0.02454,-0.24674,-0.0169,-0.00493,-0.00026
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/8/n0.002,n0.002,-61.09225825,-0.00000042,10,226,5.723846845,5.735339805,11.03780476,89.80627252,89.80604242,89.95304236,362.3470595,0.65514,0.05007,-0.50579,-0.02755,-0.009,0.00498
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/8/p0.001,p0.001,-61.09245235,-0.00000039,5,226,5.741046955,5.735334023,11.00474672,89.80627199,89.80604392,89.95304039,362.3470595,-0.32391,-0.00791,0.26698,0.0104,0.00222,0.00243
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/8/p0.002,p0.002,-61.0922566,-0.00000032,11,226,5.746787979,5.735339743,10.99374205,89.80627142,89.80604287,89.95303964,362.3470595,-0.64708,-0.03424,0.52017,0.01829,0.00194,0.00345
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/9/n0.001,n0.001,-61.09245148,-0.00000172,3,226,5.735311692,5.729598739,11.02677806,89.80627276,89.80604392,89.95304138,362.3470595,0.02483,0.33983,-0.24648,-0.01688,0.00024,0.00488
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/9/n0.002,n0.002,-61.0922585,-0.00000037,11,226,5.735317443,5.723869162,11.03780476,89.80627239,89.80604345,89.95304161,362.3470595,0.05374,0.65531,-0.50439,-0.02367,-0.00238,0.00768
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/9/p0.001,p0.001,-61.0924524,-0.00000039,5,226,5.735311661,5.741069339,11.00474672,89.80627118,89.80604427,89.95304077,362.3470595,-0.00812,-0.32422,0.26693,0.01041,-0.00245,-0.00224
/gpfs/scratch/vkb5066/tetraTetra/elas/x0375/9/p0.002,p0.002,-61.09225618,-0.0000004,10,226,5.735317381,5.746810387,10.99374205,89.80626922,89.80604416,89.95304039,362.3470595,-0.03062,-0.64748,0.52139,0.02086,-0.00217,-0.00285
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/1/n0.001,n0.001,-61.81850287,-0.00000062,2,226,5.694164377,5.69985869,10.93666826,89.99968111,89.99965621,89.99904608,354.9597646,0.84961,0.53142,0.51108,0.00162,-0.00336,-0.00346
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/1/n0.002,n0.002,-61.81818677,-0.00000123,7,226,5.688464512,5.69985869,10.93666826,89.99968111,89.99965609,89.99904632,354.6044495,1.67862,1.06375,1.0231,-0.00042,-0.00522,-0.00392
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/1/p0.001,p0.001,-61.81857743,-0.00000029,3,226,5.705564105,5.69985869,10.93666826,89.99968111,89.99965646,89.99904558,355.6703947,-0.842,-0.52385,-0.50776,0.00228,-0.00203,-0.00239
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/1/p0.002,p0.002,-61.81834008,-0.00000042,11,226,5.711263969,5.69985869,10.93666826,89.99968111,89.99965658,89.99904533,356.0257098,-1.66048,-1.04753,-1.00788,0.0029,0.00021,-0.00073
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/2/n0.001,n0.001,-61.81850279,-0.00000062,2,226,5.699864241,5.694158832,10.93666826,89.99968084,89.99965633,89.99904558,354.9597646,0.53109,0.8498,0.51103,0.00162,-0.00341,-0.0034
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/2/n0.002,n0.002,-61.81818669,-0.00000123,7,226,5.699864241,5.688458973,10.93666826,89.99968057,89.99965633,89.99904533,354.6044495,1.06323,1.67873,1.02278,-0.00041,-0.00534,-0.00377
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/2/p0.001,p0.001,-61.81857813,-0.00000041,6,226,5.699864241,5.705558549,10.93666826,89.99968139,89.99965633,89.99904608,355.6703947,-0.52105,-0.83627,-0.50676,0.00153,-0.00111,-0.00156
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/2/p0.002,p0.002,-61.81834018,-0.00000043,11,226,5.699864241,5.711258408,10.93666826,89.99968166,89.99965633,89.99904632,356.0257098,-1.04751,-1.66,-1.00769,0.00287,0.00033,-0.00086
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/3/n0.001,n0.001,-61.81850858,-0.00000168,3,226,5.699864241,5.69985869,10.92573159,89.99968139,89.99965646,89.99904583,354.9597646,0.51026,0.51053,0.77932,0.00418,-0.00066,-0.00158
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/3/n0.002,n0.002,-61.81821176,-0.00000035,11,226,5.699864241,5.69985869,10.91479492,89.99968166,89.99965658,89.99904583,354.6044495,1.02322,1.0235,1.54743,0.00512,-0.00029,-0.00124
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/3/p0.001,p0.001,-61.81858293,-0.0000014,3,226,5.699864241,5.69985869,10.94760493,89.99968084,89.99965621,89.99904583,355.6703947,-0.50396,-0.50368,-0.77633,0.00309,-0.00017,-0.00115
/gpfs/scratch/vkb5066/tetraTetra/elas/x0500/3/p0.002,p0.002,-61.81836651,-0.00000046,8,226,5.699864241,5.69985869,10.95854159,89.99968057,89.99965609,89.99904583,356.0257098,-1.00468,-1.00441,-1.53737,0.00068,-0.00048,-0.00112
